"kfolds","hrs","ntrees","acuracia_total_treino","acuracia_total_teste","bal_acc_nevoa","bal_acc_visBaixa","bal_acc_visMedia","bal_acc_visCompleta","runtime_sec"
2,1,1,0.780981657956758,0.780555783260923,0.614633791715451,0.691510505385671,0.632289364488834,0.75961912134624,9.59999999999999
2,1,21,0.842463367148273,0.844700385277482,0.615867750254444,0.760760571307616,0.65812661207876,0.790280678851175,39.978
2,1,41,0.84538374833487,0.847200590212313,0.621702269718466,0.765362979599694,0.66203094373781,0.792188932847227,67.722
2,1,61,0.846777333743211,0.8484711861628,0.616011712083993,0.766315156144815,0.664100589318967,0.792944729908298,98.003
2,1,81,0.847064248386105,0.848225264365932,0.616052844035293,0.769046227733229,0.661464674986183,0.792511413026173,131.023
2,1,101,0.84751511425351,0.848266251332076,0.610280022498221,0.769293185660578,0.662807857061829,0.792397810131822,160.623
2,1,121,0.847299928271339,0.848307238298221,0.604445503034199,0.771083965758629,0.661840974182756,0.791592559940776,193.671
2,1,141,0.847720053284148,0.848758094925814,0.610280022498221,0.770781540724035,0.663793595001473,0.792259480672483,223.139
2,1,161,0.84741264473819,0.848512173128945,0.610259456522571,0.768710786312056,0.662854666966805,0.793559431318856,255.916
2,1,181,0.847709806332616,0.848389212230511,0.604466069009849,0.770098772826931,0.663442520714154,0.79260530432083,288.747
2,3,1,0.723398361185404,0.731770299627003,0.524329289131921,0.588252717211976,0.558820821261917,0.640885028104118,4.98800000000006
2,3,21,0.80432021036179,0.812108046071238,0.538961038961039,0.63762817382942,0.559465862025605,0.643598571611876,34.1189999999999
2,3,41,0.808542032096137,0.818174365700701,0.57132577537594,0.66690245792011,0.586734736381555,0.677051096482175,69.7769999999998
2,3,61,0.809628230379402,0.819158093208181,0.564832268882433,0.667138864539495,0.583941637215307,0.678195558844969,103.414
2,3,81,0.810857895224493,0.820387752592532,0.584312788362953,0.669737756498848,0.58539975944076,0.678842212052664,136.828
2,3,101,0.811175554502138,0.820018854777227,0.571305216165414,0.66779119487727,0.583370743567953,0.67703572846445,169.048
2,3,121,0.811390747204585,0.820838627700127,0.564811709671907,0.668251997870409,0.583888638077982,0.67704674296456,202.459
2,3,141,0.811534201585911,0.821863343853752,0.564832268882433,0.667485888491872,0.585677869849653,0.677953501254708,232.909
2,3,161,0.811800626105896,0.821945321146043,0.564811709671907,0.667204602597736,0.587023487332274,0.678957082580961,268.535
2,3,181,0.811800630306069,0.821740377915318,0.564832268882433,0.667408140188001,0.586227584199257,0.678641160978784,298.429
2,5,1,0.700596409247418,0.706591244466306,0.532975946614754,0.558265885614631,0.542417418753518,0.600269182034155,5.32199999999966
2,5,21,0.794935645187736,0.810829644203968,0.539051036566763,0.626280016098019,0.584847231749192,0.654554531898664,42.998
2,5,41,0.798952697163469,0.815338580095098,0.539195105061041,0.620824576309082,0.575996821226468,0.638837191443749,71.5360000000001
2,5,61,0.801248155435317,0.817797999672077,0.534293144276728,0.620690426150338,0.576432844309505,0.638056453579462,105.074
2,5,81,0.80183226758485,0.818207902934907,0.534293144276728,0.623887671600411,0.574999593214616,0.63631571001046,139.135
2,5,101,0.801873257911133,0.819273651418265,0.534293144276728,0.623641729642713,0.577596695428088,0.637269926458987,173.745
2,5,121,0.802201180521397,0.818166912608624,0.534231400636323,0.630461029378885,0.583544151977053,0.65043132562235,235.658
2,5,141,0.802539350713232,0.81988850631251,0.54403532220495,0.633457049590842,0.583188151206195,0.651705543972449,269.413
2,5,161,0.802703312018364,0.81988850631251,0.54403532220495,0.632249698162143,0.583614926277776,0.650624882817338,309.388000000001
2,5,181,0.802559845876373,0.819601574028529,0.548957864202732,0.633501766310423,0.581080240196599,0.650749428402844,345.196000000001
2,7,1,0.694726185276711,0.708792785406846,0.503997856718727,0.562905444452584,0.53690144574049,0.583382359619021,5.15199999999913
2,7,21,0.794226157659115,0.809551137528182,0.515923287874886,0.610897081576885,0.568361262744242,0.622842476163185,40.415
2,7,41,0.799217015117487,0.813814306210289,0.521361355275861,0.619759606170858,0.574100366588247,0.628931335176333,92.0549999999994
2,7,61,0.800262341112074,0.814839106374257,0.526758273800201,0.61738308289843,0.573323988686755,0.627996446764475,123.077
2,7,81,0.800785005579729,0.816560770649723,0.516005585628158,0.617875517315119,0.573995874421122,0.627601627620001,161.508
2,7,101,0.80096947044945,0.81635581061693,0.516067308943111,0.617456522591677,0.574169093243651,0.627081370483566,199.488
2,7,121,0.801092452350573,0.817216642754663,0.510629241542136,0.616618533144795,0.574775889360155,0.626974756802167,238.99
2,7,141,0.801235931935389,0.817380610780898,0.510629241542136,0.618233651436347,0.574102715344672,0.626733728627645,279.349
2,7,161,0.801809829689589,0.817257634761222,0.515964436751522,0.616289071951661,0.574457715345929,0.62593281905479,317.918000000001
2,7,181,0.801871328622115,0.817011682721869,0.521361355275861,0.613061980141315,0.574887655602364,0.62525548834527,361.887
2,9,1,0.691045549929785,0.716885991882917,0.529932721341588,0.612035144012922,0.588285136237489,0.646591780153907,6.03299999999945
2,9,21,0.79609720743741,0.814577952691346,0.520805697674922,0.618722619538767,0.584478527257097,0.63764796140488,45.3389999999999
2,9,41,0.799961044358909,0.818595498708646,0.520888008976264,0.623924699579744,0.584228399550332,0.635913330420147,84.5109999999995
2,9,61,0.801283158197807,0.818267535768458,0.526130589045665,0.621930820740798,0.580739002756659,0.632336744368741,123.588
2,9,81,0.801313897790775,0.81994834583692,0.531393746940402,0.624463731924088,0.580940075819736,0.633485833079308,167.87
2,9,101,0.80174435797357,0.819989341204444,0.536677482660475,0.624020203415194,0.581126852061798,0.632561156637524,205.125
2,9,121,0.801918605512401,0.81994834583692,0.53669806048581,0.620712117066877,0.582801870121435,0.632346016974848,246.496999999999
2,9,141,0.801939090801352,0.821096216127578,0.53669806048581,0.623885945191877,0.583324554996349,0.634636401353253,283.875
2,9,161,0.802185071199891,0.820645267084819,0.536718638311145,0.624907260432983,0.581985445569563,0.633745263370389,320.18
2,9,181,0.802256809731808,0.820071331939491,0.536718638311145,0.623332534281299,0.581294806378224,0.632469616253956,360.494
2,11,1,0.694502081782328,0.726456479849125,0.537618164316249,0.618484784673383,0.599297736308364,0.6630906370471,5.86700000000019
2,11,21,0.802525599873686,0.819933582058956,0.539078949436815,0.633379544906974,0.602899963899121,0.658615056700523,45.3549999999996
2,11,41,0.804063080368822,0.82378746258866,0.544758650279859,0.633582836164407,0.60307961275047,0.656496837318555,84.7560000000012
2,11,61,0.804749825469638,0.823541470214423,0.556035754212674,0.629673607801969,0.603011841485517,0.654206679011143,123.875999999998
2,11,81,0.804862563569672,0.824033454962896,0.550397202246266,0.631363113368312,0.603032710635184,0.655769051081136,163.355000000001
2,11,101,0.80512906665494,0.823705465130581,0.550376627807948,0.629310658532602,0.60189522739658,0.653548243483819,205.120999999999
2,11,121,0.805754306518097,0.823541470214423,0.550417776684584,0.630580388132378,0.600128438463584,0.65200380341921,240.121000000001
2,11,141,0.805815803350933,0.823418474027305,0.550438351122902,0.628550342762426,0.601036574941712,0.650693521055813,279.764999999999
2,11,161,0.805990045848144,0.824197449879054,0.55045892556122,0.631833712149237,0.600990963780414,0.651448997738454,326.310000000001
2,11,181,0.805959303104982,0.823377475298266,0.550438351122902,0.630608801480978,0.59987305873749,0.650068572227815,369.569000000001
2,13,1,0.696172293310258,0.710267344595703,0.551274715539839,0.607976974936862,0.586519422274274,0.641309412132583,6.07300000000032
2,13,21,0.805119302611377,0.825118910939806,0.588091278975484,0.651422387136673,0.605966946182334,0.669727954971857,49.2970000000005
2,13,41,0.808071572960624,0.827128095784812,0.582208926034307,0.647884393345336,0.603379176945368,0.663794037940379,85.9349999999995
2,13,61,0.808983904163602,0.828399212727571,0.58227064680952,0.647095058354735,0.603357301086062,0.663752605795289,122.395
2,13,81,0.809404188837226,0.828112186321142,0.582250073217782,0.650253464574365,0.598825570761719,0.661897800708776,164.096
2,13,101,0.809147920934368,0.827661144825324,0.576367720276606,0.64934547038699,0.59686338362542,0.661092609964561,203.589
2,13,121,0.809311929718916,0.827661144825324,0.576367720276606,0.649109218250668,0.598078095728914,0.659231550969356,246.349
2,13,141,0.809906488201144,0.827333114646547,0.576367720276606,0.647386146576857,0.596302907701187,0.658075880758808,283.289999999999
