"porcentagem","horas","ntrees","acuracia_total_treino","acuracia_total_teste","acuracia_nevoa","acuracia_visivel","sens_nevoa","sens_visivel","spec_nevoa","spec_visivel","ppv_nevoa","ppv_visivel","npv_nevoa","npv_visivel","bal_acc_nevoa","bal_acc_visivel","runtime_sec"
0.25,1,101,0.996291929540583,0.996095074543605,0,0,0,1,1,0,NA,0.996095074543605,0.996095074543605,NA,0.5,0.5,32.8679999999999
0.25,1,121,0.996291929540583,0.996095074543605,0,0,0,1,1,0,NA,0.996095074543605,0.996095074543605,NA,0.5,0.5,39.5249999999999
0.25,1,141,0.996291929540583,0.996095074543605,0,0,0,1,1,0,NA,0.996095074543605,0.996095074543605,NA,0.5,0.5,45.434
0.25,1,161,0.996291945690864,0.996073198210516,0.00560224089635854,0.00560224089635854,0.00560224089635854,0.999956075813146,0.999956075813146,0.00560224089635854,0.333333333333259,0.99611669601934,0.99611669601934,0.333333333333259,0.502779158354753,0.502779158354753,57.0619999999999
0.25,1,181,0.996291945690864,0.996073198210516,0.00560224089635854,0.00560224089635854,0.00560224089635854,0.999956075813146,0.999956075813146,0.00560224089635854,0.333333333333259,0.99611669601934,0.99611669601934,0.333333333333259,0.502779158354753,0.502779158354753,64.365
0.25,1,201,0.996291945690864,0.996073198210516,0.00560224089635854,0.00560224089635854,0.00560224089635854,0.999956075813146,0.999956075813146,0.00560224089635854,0.333333333333259,0.99611669601934,0.99611669601934,0.333333333333259,0.502779158354753,0.502779158354753,71.374
0.25,4,1,0.992452318651221,0.992846204331656,0.0251396648044693,0.0251396648044693,0.0251396648044693,0.996650633634227,0.996650633634227,0.0251396648044693,0.0286624203821656,0.996169297302044,0.996169297302044,0.0286624203821656,0.510895149219348,0.510895149219348,1.97199999999998
0.25,4,21,0.996423066247062,0.996062130824765,0,0,0,0.999978036941864,0.999978036941864,0,0,0.996083922203505,0.996083922203505,0,0.499989018470932,0.499989018470932,9.31600000000003
0.25,4,41,0.996455880028851,0.996007438197331,0,0,0,0.999923129296523,0.999923129296523,0,0,0.99608370800652,0.99608370800652,0,0.499961564648262,0.499961564648262,15.3049999999998
0.25,4,61,0.996455880028851,0.996040253773791,0.00279329608938547,0.00279329608938547,0.00279329608938547,0.999945092354659,0.999945092354659,0.00279329608938547,0.16666666666663,0.996094690091233,0.996094690091233,0.16666666666663,0.501369194222022,0.501369194222022,22.5300000000002
0.25,4,81,0.996423066247062,0.996051192299278,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.999945092354659,0.999945092354659,0.00558659217877095,0.285714285714232,0.996105586732741,0.996105586732741,0.285714285714232,0.502765842266715,0.502765842266715,29.5309999999999
0.25,4,101,0.996423066247062,0.996051192299278,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.999945092354659,0.999945092354659,0.00558659217877095,0.285714285714232,0.996105586732741,0.996105586732741,0.285714285714232,0.502765842266715,0.502765842266715,35.9750000000001
0.25,4,121,0.996455880028851,0.996029315248305,0.00279329608938547,0.00279329608938547,0.00279329608938547,0.999934110825591,0.999934110825591,0.00279329608938547,0.142857142857152,0.99609464736963,0.99609464736963,0.142857142857152,0.501363703457488,0.501363703457488,45.396
0.25,4,141,0.996423066247062,0.996051192299278,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.999945092354659,0.999945092354659,0.00558659217877095,0.285714285714232,0.996105586732741,0.996105586732741,0.285714285714232,0.502765842266715,0.502765842266715,49.4949999999999
0.25,4,161,0.996455880028851,0.996051192299278,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.999945092354659,0.999945092354659,0.00558659217877095,0.285714285714232,0.996105586732741,0.996105586732741,0.285714285714232,0.502765842266715,0.502765842266715,59.827
0.25,4,181,0.996455880028851,0.996062130824765,0.00837988826815642,0.00837988826815642,0.00837988826815642,0.999945092354659,0.999945092354659,0.00837988826815642,0.374999999999938,0.996116483612655,0.996116483612655,0.374999999999938,0.504162490311408,0.504162490311408,66.8979999999999
0.25,4,201,0.996455880028851,0.996062130824765,0.00837988826815642,0.00837988826815642,0.00837988826815642,0.999945092354659,0.999945092354659,0.00837988826815642,0.374999999999938,0.996116483612655,0.996116483612655,0.374999999999938,0.504162490311408,0.504162490311408,74.9450000000002
0.25,7,1,0.992583110621056,0.992769239183941,0.00840336134453781,0.00840336134453781,0.00840336134453781,0.996628522480177,0.996628522480177,0.00840336134453781,0.00967741935483855,0.996114373525053,0.996114373525053,0.00967741935483855,0.502515941912358,0.502515941912358,1.82999999999993
0.25,7,21,0.996291563389203,0.996083793688126,0,0,0,0.999989017988535,0.999989017988535,0,0,0.996094690091233,0.996094690091233,0,0.499994508994267,0.499994508994267,8.16199999999981
0.25,7,41,0.996291563389203,0.996094732811902,0,0,0,1,1,0,NA,0.996094732811902,0.996094732811902,NA,0.5,0.5,14.9079999999999
0.25,7,61,0.996324377170991,0.996094732811902,0.00840336134453781,0.00840336134453781,0.00840336134453781,0.999967053965604,0.999967053965604,0.00840336134453781,0.500000000000218,0.9961272959993,0.9961272959993,0.500000000000218,0.504185207655071,0.504185207655071,23.0409999999997
0.25,7,81,0.996291563389203,0.996094732811902,0,0,0,1,1,0,NA,0.996094732811902,0.996094732811902,NA,0.5,0.5,27.7640000000001
0.25,7,101,0.996291563389203,0.996094732811902,0,0,0,1,1,0,NA,0.996094732811902,0.996094732811902,NA,0.5,0.5,34.357
0.25,7,121,0.996291563389203,0.996094732811902,0,0,0,1,1,0,NA,0.996094732811902,0.996094732811902,NA,0.5,0.5,41.0150000000003
0.25,7,141,0.996291563389203,0.996094732811902,0,0,0,1,1,0,NA,0.996094732811902,0.996094732811902,NA,0.5,0.5,47.5799999999999
0.25,7,161,0.996291563389203,0.996094732811902,0,0,0,1,1,0,NA,0.996094732811902,0.996094732811902,NA,0.5,0.5,53.3420000000001
0.25,7,181,0.996291563389203,0.996094732811902,0,0,0,1,1,0,NA,0.996094732811902,0.996094732811902,NA,0.5,0.5,60.163
0.25,7,201,0.996291563389203,0.996094732811902,0,0,0,1,1,0,NA,0.996094732811902,0.996094732811902,NA,0.5,0.5,66.7860000000001
0.25,10,1,0.992746694908494,0.992440403907797,0.0173913043478261,0.0173913043478261,0.0173913043478261,0.996134501768026,0.996134501768026,0.0173913043478261,0.016759776536313,0.996276730112357,0.996276730112357,0.016759776536313,0.506762903057926,0.506762903057926,1.78899999999976
0.25,10,21,0.995963107874332,0.996181911669785,0.00579710144927536,0.00579710144927536,0.00579710144927536,0.999934110825591,0.999934110825591,0.00579710144927536,0.250000000000014,0.996247223711419,0.996247223711419,0.250000000000014,0.502865606137433,0.502865606137433,8.88300000000027
0.25,10,41,0.995963113260705,0.996214731913311,0.0115942028985507,0.0115942028985507,0.0115942028985507,0.999945092354659,0.999945092354659,0.0115942028985507,0.444444444444379,0.996269064968599,0.996269064968599,0.444444444444379,0.505769647626605,0.505769647626605,15.9410000000003
0.25,10,61,0.995963113260705,0.996225671994486,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.999967055412796,0.999967055412796,0.00869565217391304,0.499999999999597,0.996258246627499,0.996258246627499,0.499999999999597,0.504331353793354,0.504331353793354,22.819
0.25,10,81,0.995930288707939,0.996214731913311,0.00579710144927536,0.00579710144927536,0.00579710144927536,0.999967055412796,0.999967055412796,0.00579710144927536,0.399999999999613,0.996247346885189,0.996247346885189,0.399999999999613,0.502882078431035,0.502882078431035,29.7040000000002
0.25,10,101,0.995930288707939,0.996181911669785,0.00579710144927536,0.00579710144927536,0.00579710144927536,0.999934110825591,0.999934110825591,0.00579710144927536,0.250000000000014,0.996247223711419,0.996247223711419,0.250000000000014,0.502865606137433,0.502865606137433,38.4779999999996
0.25,10,121,0.995930288707939,0.996203791832135,0.00579710144927536,0.00579710144927536,0.00579710144927536,0.999956073883728,0.999956073883728,0.00579710144927536,0.333333333333162,0.996247305828164,0.996247305828164,0.333333333333162,0.502876587666501,0.502876587666501,44.1439999999998
0.25,10,141,0.995930288707939,0.996149091426258,0.00579710144927536,0.00579710144927536,0.00579710144927536,0.999901166238387,0.999901166238387,0.00579710144927536,0.181818181818109,0.996247100529564,0.996247100529564,0.181818181818109,0.502849133843831,0.502849133843831,53.6350000000002
0.25,10,161,0.995930288707939,0.996170971588609,0.00579710144927536,0.00579710144927536,0.00579710144927536,0.999923129296523,0.999923129296523,0.00579710144927536,0.222222222222276,0.996247182651699,0.996247182651699,0.222222222222276,0.502860115372899,0.502860115372899,61.6079999999997
0.25,10,181,0.995963107874332,0.996170971588609,0.00579710144927536,0.00579710144927536,0.00579710144927536,0.999923129296523,0.999923129296523,0.00579710144927536,0.222222222222276,0.996247182651699,0.996247182651699,0.222222222222276,0.502860115372899,0.502860115372899,68.4689999999996
0.25,10,201,0.995930288707939,0.996170971588609,0.00579710144927536,0.00579710144927536,0.00579710144927536,0.999923129296523,0.999923129296523,0.00579710144927536,0.222222222222276,0.996247182651699,0.996247182651699,0.222222222222276,0.502860115372899,0.502860115372899,76.4099999999999
0.25,13,1,0.992450417420834,0.993052364384341,0.0332409972299169,0.0332409972299169,0.0332409972299169,0.996858420202775,0.996858420202775,0.0332409972299169,0.0402684563758391,0.996169045005488,0.996169045005488,0.0402684563758391,0.515049708716346,0.515049708716346,1.96499999999969
0.25,13,21,0.996422129097801,0.996061182958052,0.00277008310249307,0.00277008310249307,0.00277008310249307,1,1,0.00277008310249307,1,0.996061139862359,0.996061139862359,1,0.501385041551247,0.501385041551247,8.05899999999974
0.25,13,41,0.996422129097801,0.996061182958052,0.00277008310249307,0.00277008310249307,0.00277008310249307,1,1,0.00277008310249307,1,0.996061139862359,0.996061139862359,1,0.501385041551247,0.501385041551247,14.4110000000001
0.25,13,61,0.996422129097801,0.996061182958052,0.00277008310249307,0.00277008310249307,0.00277008310249307,1,1,0.00277008310249307,1,0.996061139862359,0.996061139862359,1,0.501385041551247,0.501385041551247,20.8849999999998
0.25,13,81,0.996422129097801,0.996061182958052,0.00277008310249307,0.00277008310249307,0.00277008310249307,1,1,0.00277008310249307,1,0.996061139862359,0.996061139862359,1,0.501385041551247,0.501385041551247,27.4229999999998
0.25,13,101,0.996422129097801,0.996061182958052,0.00277008310249307,0.00277008310249307,0.00277008310249307,1,1,0.00277008310249307,1,0.996061139862359,0.996061139862359,1,0.501385041551247,0.501385041551247,34.1399999999999
