"kfolds","hrs","ntrees","acuracia_total_treino","acuracia_total_teste","bal_acc_nevoa","bal_acc_visBaixa","bal_acc_visMedia","bal_acc_visCompleta","runtime_sec"
8,1,1,0.578414423846351,0.582454819277108,0.5,0.531185083269071,0.5,0.554990023781263,7.917
8,1,21,0.661986971903001,0.674698795180723,0.735505206867436,0.757123382894897,0.60784074420623,0.728529858461067,41.279
8,1,41,0.665848001276969,0.691265060240964,0.736269148807848,0.771134598317514,0.61149532837015,0.74541540634479,77.304
8,1,61,0.668388001823432,0.687123493975904,0.722920268585903,0.765685840312977,0.607640725221377,0.745240131201103,113.994
8,1,81,0.667636901414066,0.692394578313253,0.7227292831008,0.766310423132543,0.612759855172694,0.750889776609277,147.251
8,1,101,0.669611930768954,0.689382530120482,0.748854087089381,0.763445808153729,0.605428650854996,0.747149439076998,187.417
8,1,121,0.670741662276646,0.689382530120482,0.748854087089381,0.761821144129757,0.604850629890295,0.749345908899468,224.068
8,1,141,0.670836852119767,0.690135542168675,0.749045072574484,0.762011196993248,0.608566236795357,0.748931970271294,257.305
8,1,161,0.670177045104112,0.690888554216867,0.749045072574484,0.761536064834519,0.608705233039068,0.747802041189659,296.987
8,1,181,0.670836922411587,0.689759036144578,0.748854087089381,0.76363586101722,0.611873330349999,0.743107049719432,329.842
8,3,1,0.561624150149146,0.565512048192771,0.5,0.546705842052386,0.500512812865555,0.556251887065996,4.49099999999999
8,3,21,0.58243058341469,0.578689759036145,0.542094075325666,0.625708961829288,0.54132824331355,0.622217727001744,39.9000000000001
8,3,41,0.588178543675494,0.587725903614458,0.527999127922821,0.626106693151435,0.544129245411195,0.623336067529806,76.664
8,3,61,0.590720528288463,0.588478915662651,0.513904180519976,0.631217425689765,0.5383565797453,0.629454224162485,118.668
8,3,81,0.593828050265069,0.594503012048193,0.513713413637107,0.634928626769387,0.542485593189447,0.633814683062722,156.045
8,3,101,0.5946742686277,0.601656626506024,0.514094947402845,0.640149712506926,0.54795587323995,0.633686811621846,188.116
8,3,121,0.594203493806265,0.605798192771084,0.514094947402845,0.638252442139289,0.552295313934261,0.637992101907123,218.62
8,3,141,0.595428203431282,0.603915662650602,0.514094947402845,0.634845287113735,0.551572073818542,0.634933023590784,256.683
8,3,161,0.594580141266994,0.605045180722892,0.514094947402845,0.635503383015263,0.549174528692667,0.635720352429087,288.904
8,3,181,0.593732718664113,0.599021084337349,0.499618466234262,0.639154234689068,0.545378553652321,0.635793055255003,344.821
8,5,1,0.556183325750327,0.546516007532957,0.5,0.533166518916755,0.504010180768768,0.550486125950121,4.44900000000007
8,5,21,0.592355084104418,0.584180790960452,0.541666666666667,0.630880208184392,0.548655256723716,0.642201379773497,42.9610000000002
8,5,41,0.599320729384409,0.59774011299435,0.527777777777778,0.643692985215477,0.549993987734979,0.646225719140796,81.9639999999999
8,5,61,0.60346825777264,0.604896421845574,0.541666666666667,0.644818267608453,0.557932181650567,0.648109425399636,118.164
8,5,81,0.602901580689119,0.595103578154426,0.527777777777778,0.629058594755355,0.556278808769891,0.626086215492943,151.151
8,5,101,0.603843484884513,0.594726930320151,0.513888888888889,0.626377648774629,0.55430878993146,0.627520935722499,190.674
8,5,121,0.603936262723356,0.596233521657251,0.513888888888889,0.629827847522091,0.551360775983005,0.630419630228843,226.075
8,5,141,0.604971725007454,0.598870056497175,0.513888888888889,0.631413537704824,0.551519098961882,0.636625303987708,260.800999999999
