"horas","ntrees","acuracia_total_treino","acuracia_total_teste","acuracia_nevoa","acuracia_visivel","sens_nevoa","sens_visivel","spec_nevoa","spec_visivel","ppv_nevoa","ppv_visivel","npv_nevoa","npv_visivel","bal_acc_nevoa","bal_acc_visivel","runtime_sec"
13,161,0.996375684770212,0.995916493103957,0,0,0,1,1,0,NA,0.995916493103957,0.995916493103957,NA,0.5,0.5,126.05
13,181,0.996375684770212,0.995916493103957,0,0,0,1,1,0,NA,0.995916493103957,0.995916493103957,NA,0.5,0.5,137.899
13,201,0.996375684770212,0.995916493103957,0,0,0,1,1,0,NA,0.995916493103957,0.995916493103957,NA,0.5,0.5,152.715
16,1,0.992865222527998,0.992553592809461,0.0682730923694779,0.0682730923694779,0.0682730923694779,0.996343873517787,0.996343873517787,0.0682730923694779,0.0711297071129701,0.996179812283879,0.996179812283879,0.0711297071129701,0.532308482943632,0.532308482943632,4.1929999999993
16,21,0.996375208672808,0.99591595728977,0,0,0,1,1,0,NA,0.99591595728977,0.99591595728977,NA,0.5,0.5,19.4970000000003
16,41,0.996375208672808,0.99591595728977,0,0,0,1,1,0,NA,0.99591595728977,0.99591595728977,NA,0.5,0.5,35.4290000000001
16,61,0.996375208672808,0.99591595728977,0,0,0,1,1,0,NA,0.99591595728977,0.99591595728977,NA,0.5,0.5,51.402
16,81,0.996375208672808,0.995932359067723,0.00401606425702811,0.00401606425702811,0.00401606425702811,1,1,0.00401606425702811,1,0.995932292350085,0.995932292350085,1,0.502008032128514,0.502008032128514,66.1500000000005
16,101,0.996375208672808,0.995932359067723,0.00401606425702811,0.00401606425702811,0.00401606425702811,1,1,0.00401606425702811,1,0.995932292350085,0.995932292350085,1,0.502008032128514,0.502008032128514,81.9749999999995
16,121,0.996375208672808,0.995932359067723,0.00401606425702811,0.00401606425702811,0.00401606425702811,1,1,0.00401606425702811,1,0.995932292350085,0.995932292350085,1,0.502008032128514,0.502008032128514,98.8279999999995
16,141,0.996375208672808,0.995932359067723,0.00401606425702811,0.00401606425702811,0.00401606425702811,1,1,0.00401606425702811,1,0.995932292350085,0.995932292350085,1,0.502008032128514,0.502008032128514,114.693
16,161,0.996375208672808,0.99591595728977,0,0,0,1,1,0,NA,0.99591595728977,0.99591595728977,NA,0.5,0.5,130.386
16,181,0.99639160883681,0.996112778625203,0.0481927710843374,0.0481927710843374,0.0481927710843374,1,1,0.0481927710843374,1,0.996112013386486,0.996112013386486,1,0.524096385542169,0.524096385542169,163.08
16,201,0.996375208672808,0.99591595728977,0,0,0,1,1,0,NA,0.99591595728977,0.99591595728977,NA,0.5,0.5,163.117
19,1,0.99171573663158,0.992568897637795,0.0452488687782805,0.0452488687782805,0.0452488687782805,0.996015739475461,0.996015739475461,0.0452488687782805,0.0396825396825402,0.996524346049944,0.996524346049944,0.0396825396825402,0.520632304126871,0.520632304126871,4.27499999999964
19,21,0.995915288396349,0.99637467191601,0.00904977375565611,0.00904977375565611,0.00904977375565611,0.99996707222707,0.99996707222707,0.00904977375565611,0.500000000000066,0.996407244569854,0.996407244569854,0.500000000000066,0.504508422991363,0.504508422991363,19.7469999999994
19,41,0.995931691250225,0.996538713910761,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.999950608340605,0.999950608340605,0.0588235294117647,0.81250000000004,0.996587030716724,0.996587030716724,0.81250000000004,0.529387068876185,0.529387068876185,39.1469999999999
19,61,0.995931691250225,0.996538713910761,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.999950608340605,0.999950608340605,0.0588235294117647,0.81250000000004,0.996587030716724,0.996587030716724,0.81250000000004,0.529387068876185,0.529387068876185,56.6619999999994
19,81,0.995931691250225,0.996473097112861,0.0407239819004525,0.0407239819004525,0.0407239819004525,0.999950608340605,0.999950608340605,0.0407239819004525,0.750000000000049,0.996521624991796,0.996521624991796,0.750000000000049,0.520337295120529,0.520337295120529,69.9250000000002
19,101,0.995948096795299,0.996505905511811,0.0452488687782805,0.0452488687782805,0.0452488687782805,0.99996707222707,0.99996707222707,0.0452488687782805,0.83333333333337,0.99653803242108,0.99653803242108,0.83333333333337,0.522607970502675,0.522607970502675,86.0940000000001
19,121,0.995948096795299,0.996505905511811,0.0452488687782805,0.0452488687782805,0.0452488687782805,0.99996707222707,0.99996707222707,0.0452488687782805,0.83333333333337,0.99653803242108,0.99653803242108,0.83333333333337,0.522607970502675,0.522607970502675,101.725
19,141,0.995948096795299,0.996505905511811,0.0452488687782805,0.0452488687782805,0.0452488687782805,0.99996707222707,0.99996707222707,0.0452488687782805,0.83333333333337,0.99653803242108,0.99653803242108,0.83333333333337,0.522607970502675,0.522607970502675,120.403
19,161,0.995948096795299,0.996505905511811,0.0452488687782805,0.0452488687782805,0.0452488687782805,0.99996707222707,0.99996707222707,0.0452488687782805,0.83333333333337,0.99653803242108,0.99653803242108,0.83333333333337,0.522607970502675,0.522607970502675,134.794999999999
19,181,0.995931692595824,0.996505905511811,0.0452488687782805,0.0452488687782805,0.0452488687782805,0.99996707222707,0.99996707222707,0.0452488687782805,0.83333333333337,0.99653803242108,0.99653803242108,0.83333333333337,0.522607970502675,0.522607970502675,153.076
19,201,0.995931692595824,0.996522309711286,0.0497737556561086,0.0497737556561086,0.0497737556561086,0.99996707222707,0.99996707222707,0.0497737556561086,0.84615384615388,0.996554383316652,0.996554383316652,0.84615384615388,0.524870413941589,0.524870413941589,169.406
22,1,0.991993190918182,0.992682406602241,0.0497737556561086,0.0497737556561086,0.0497737556561086,0.99611381899618,0.99611381899618,0.0497737556561086,0.0445344129554655,0.996540476425818,0.996540476425818,0.0445344129554655,0.522943787326144,0.522943787326144,4.47199999999975
22,21,0.99589814401842,0.996406831941459,0.00904977375565611,0.00904977375565611,0.00904977375565611,1,1,0.00904977375565611,1,0.996406714030223,0.996406714030223,1,0.504524886877828,0.504524886877828,20.79
22,41,0.99589814401842,0.99637401762129,0.00452488687782805,0.00452488687782805,0.00452488687782805,0.99998353313134,0.99998353313134,0.00452488687782805,0.499999999999278,0.996390306331731,0.996390306331731,0.499999999999278,0.502254210004584,0.502254210004584,37.3040000000001
22,61,0.995898145364461,0.996488867741883,0.0407239819004525,0.0407239819004525,0.0407239819004525,0.99996706626268,0.99996706626268,0.0407239819004525,0.81818181818189,0.996521054186222,0.996521054186222,0.81818181818189,0.520345524081566,0.520345524081566,56.5450000000001
22,81,0.995914550909314,0.99637401762129,0,0,0,1,1,0,NA,0.99637401762129,0.99637401762129,NA,0.5,0.5,70.2649999999994
22,101,0.995914550909314,0.99637401762129,0,0,0,1,1,0,NA,0.99637401762129,0.99637401762129,NA,0.5,0.5,87.3389999999999
22,121,0.995914550909314,0.996390424781375,0.00452488687782805,0.00452488687782805,0.00452488687782805,1,1,0.00452488687782805,1,0.996390365557524,0.996390365557524,1,0.502262443438914,0.502262443438914,105.035
22,141,0.995914550909314,0.996390424781375,0.00452488687782805,0.00452488687782805,0.00452488687782805,1,1,0.00452488687782805,1,0.996390365557524,0.996390365557524,1,0.502262443438914,0.502262443438914,121.052000000001
22,161,0.995914550909314,0.996390424781375,0.00452488687782805,0.00452488687782805,0.00452488687782805,1,1,0.00452488687782805,1,0.996390365557524,0.996390365557524,1,0.502262443438914,0.502262443438914,136.246999999999
22,181,0.995914550909314,0.996390424781375,0.00452488687782805,0.00452488687782805,0.00452488687782805,1,1,0.00452488687782805,1,0.996390365557524,0.996390365557524,1,0.502262443438914,0.502262443438914,154.618
22,201,0.995914550909314,0.996390424781375,0.00452488687782805,0.00452488687782805,0.00452488687782805,1,1,0.00452488687782805,1,0.996390365557524,0.996390365557524,1,0.502262443438914,0.502262443438914,170.856
