data,hora,valor
20131111,2200,297.731
20131111,2300,297.707
20131112,0000,297.68
20131112,0100,297.645
20131112,0200,297.603
20131112,0300,297.555
20131112,0400,297.504
20131112,0500,297.448
20131112,0600,297.391
20131112,0700,297.333
20131112,0800,297.275
20131112,0900,297.231
20131112,1000,297.22
20131112,1100,297.284
20131112,1200,297.378
20131112,1300,297.485
20131112,1400,297.615
20131112,1500,297.779
20131112,1600,297.969
20131112,1700,298.175
20131112,1800,298.481
20131112,1900,299.137
20131112,2000,299.044
20131112,2100,298.839
20131112,2200,298.824
20131112,2300,298.796
20131113,0000,298.762
20131113,0100,298.721
20131113,0200,298.679
20131113,0300,298.635
20131113,0400,298.593
20131113,0500,298.552
20131113,0600,298.503
20131113,0700,298.435
20131113,0800,298.36
20131113,0900,298.277
20131113,1000,298.224
20131113,1100,298.187
20131113,1200,298.157
20131113,1300,298.193
20131113,1400,298.224
20131113,1500,298.26
20131113,1600,298.258
20131113,1700,298.217
20131113,1800,298.124
20131113,1900,298.062
20131113,2000,298.006
20131113,2100,297.92
20131113,2200,297.834
20131113,2300,297.748
20131114,0000,297.671
20131114,0100,297.599
20131114,0200,297.53
20131114,0300,297.464
20131114,0400,297.398
20131114,0500,297.331
20131114,0600,297.264
20131114,0700,297.201
20131114,0800,297.139
20131114,0900,297.073
20131114,1000,297.062
20131114,1100,297.161
20131114,1200,297.272
20131114,1300,297.352
20131114,1400,297.432
20131114,1500,297.498
20131114,1600,297.527
20131114,1700,297.525
20131114,1800,297.511
20131114,1900,297.472
20131114,2000,297.412
20131114,2100,297.323
20131114,2200,297.218
20131114,2300,297.126
20131115,0000,297.039
20131115,0100,296.95
20131115,0200,296.866
20131115,0300,296.783
20131115,0400,296.7
20131115,0500,296.62
20131115,0600,296.541
20131115,0700,296.464
20131115,0800,296.386
20131115,0900,296.325
20131115,1000,296.316
20131115,1100,296.361
20131115,1200,296.451
20131115,1300,296.567
20131115,1400,296.712
20131115,1500,296.865
20131115,1600,296.993
20131115,1700,297.098
20131115,1800,297.141
20131115,1900,297.128
20131115,2000,297.111
20131115,2100,297.072
20131115,2200,297.032
20131115,2300,296.992
20131116,0000,296.951
20131116,0100,296.912
20131116,0200,296.871
20131116,0300,296.827
20131116,0400,296.777
20131116,0500,296.721
20131116,0600,296.665
20131116,0700,296.604
20131116,0800,296.546
20131116,0900,296.497
20131116,1000,296.563
20131116,1100,296.661
20131116,1200,296.764
20131116,1300,296.852
20131116,1400,296.962
20131116,1500,297.09
20131116,1600,297.23
20131116,1700,297.38
20131116,1800,297.517
20131116,1900,297.625
20131116,2000,297.702
20131116,2100,297.747
20131116,2200,297.799
20131116,2300,297.772
20131117,0000,297.741
20131117,0100,297.709
20131117,0200,297.678
20131117,0300,297.642
20131117,0400,297.608
20131117,0500,297.574
20131117,0600,297.541
20131117,0700,297.508
20131117,0800,297.475
20131117,0900,297.449
20131117,1000,297.415
20131117,1100,297.449
20131117,1200,297.523
20131117,1300,297.558
20131117,1400,297.562
20131117,1500,297.572
20131117,1600,297.584
20131117,1700,297.588
20131117,1800,297.565
20131117,1900,297.529
20131117,2000,297.491
20131117,2100,297.451
20131117,2200,297.404
20131117,2300,297.359
20131118,0000,297.315
20131118,0100,297.27
20131118,0200,297.221
20131118,0300,297.175
20131118,0400,297.126
20131118,0500,297.082
20131118,0600,297.038
20131118,0700,296.996
20131118,0800,296.954
20131118,0900,296.919
20131118,1000,296.898
20131118,1100,297.042
20131118,1200,297.184
20131118,1300,297.296
20131118,1400,297.382
20131118,1500,297.453
20131118,1600,297.512
20131118,1700,297.501
20131118,1800,297.471
20131118,1900,297.44
20131118,2000,297.434
20131118,2100,297.405
20131118,2200,297.319
20131118,2300,297.274
20131119,0000,297.228
20131119,0100,297.187
20131119,0200,297.147
20131119,0300,297.103
20131119,0400,297.073
20131119,0500,297.036
20131119,0600,296.996
20131119,0700,296.956
20131119,0800,296.915
20131119,0900,296.889
20131119,1000,297.035
20131119,1100,297.209
20131119,1200,297.38
20131119,1300,297.485
20131119,1400,297.581
20131119,1500,297.717
20131119,1600,297.891
20131119,1700,298.035
20131119,1800,298.11
20131119,1900,298.093
20131119,2000,298.049
20131119,2100,298.023
20131119,2200,297.906
20131119,2300,297.882
20131120,0000,297.857
20131120,0100,297.829
20131120,0200,297.8
20131120,0300,297.767
20131120,0400,297.731
20131120,0500,297.691
20131120,0600,297.648
20131120,0700,297.604
20131120,0800,297.558
20131120,0900,297.524
20131120,1000,297.629
20131120,1100,297.748
20131120,1200,297.877
20131120,1300,297.988
20131120,1400,298.121
20131120,1500,298.284
20131120,1600,298.47
20131120,1700,298.654
20131120,1800,298.771
20131120,1900,298.771
20131120,2000,298.683
20131120,2100,298.648
20131120,2200,298.598
20131120,2300,298.558
20131121,0000,298.516
20131121,0100,298.472
20131121,0200,298.42
20131121,0300,298.363
20131121,0400,298.299
20131121,0500,298.226
20131121,0600,298.148
20131121,0700,298.067
20131121,0800,297.983
20131121,0900,297.913
20131121,1000,298.003
20131121,1100,298.115
20131121,1200,298.239
20131121,1300,298.356
20131121,1400,298.47
20131121,1500,298.608
20131121,1600,298.764
20131121,1700,298.911
20131121,1800,299.042
20131121,1900,299.141
20131121,2000,299.206
20131121,2100,299.232
20131121,2200,299.219
20131121,2300,299.173
20131122,0000,299.122
20131122,0100,299.07
20131122,0200,299.009
20131122,0300,298.946
20131122,0400,298.885
20131122,0500,298.831
20131122,0600,298.776
20131122,0700,298.715
20131122,0800,298.652
20131122,0900,298.606
20131122,1000,298.623
20131122,1100,298.628
20131122,1200,298.697
20131122,1300,298.75
20131122,1400,298.859
20131122,1500,298.901
20131122,1600,298.917
20131122,1700,298.896
20131122,1800,298.879
20131122,1900,298.842
20131122,2000,298.795
20131122,2100,298.727
20131122,2200,298.671
20131122,2300,298.615
20131123,0000,298.563
20131123,0100,298.509
20131123,0200,298.457
20131123,0300,298.401
20131123,0400,298.349
20131123,0500,298.297
20131123,0600,298.245
20131123,0700,298.194
20131123,0800,298.145
20131123,0900,298.099
20131123,1000,298.05
20131123,1100,298.02
20131123,1200,298.01
20131123,1300,297.998
20131123,1400,297.996
20131123,1500,297.999
20131123,1600,297.975
20131123,1700,297.954
20131123,1800,297.92
20131123,1900,297.879
20131123,2000,297.834
20131123,2100,297.79
20131123,2200,297.729
20131123,2300,297.683
20131124,0000,297.638
20131124,0100,297.594
20131124,0200,297.55
20131124,0300,297.51
20131124,0400,297.469
20131124,0500,297.427
20131124,0600,297.384
20131124,0700,297.34
20131124,0800,297.3
20131124,0900,297.276
20131124,1000,297.249
20131124,1100,297.228
20131124,1200,297.215
20131124,1300,297.223
20131124,1400,297.226
20131124,1500,297.259
20131124,1600,297.306
20131124,1700,297.305
20131124,1800,297.341
20131124,1900,297.356
20131124,2000,297.349
20131124,2100,297.299
20131124,2200,297.271
20131124,2300,297.24
20131125,0000,297.212
20131125,0100,297.182
20131125,0200,297.154
20131125,0300,297.124
20131125,0400,297.097
20131125,0500,297.067
20131125,0600,297.038
20131125,0700,297.009
20131125,0800,297
20131125,0900,296.954
20131125,1000,296.958
20131125,1100,296.951
20131125,1200,296.953
20131125,1300,296.997
20131125,1400,297.037
20131125,1500,297.08
20131125,1600,297.115
20131125,1700,297.122
20131125,1800,297.117
20131125,1900,297.109
20131125,2000,297.089
20131125,2100,297.065
20131125,2200,297.027
20131125,2300,296.999
20131126,0000,296.97
20131126,0100,296.941
20131126,0200,296.914
20131126,0300,296.89
20131126,0400,296.867
20131126,0500,296.844
20131126,0600,296.818
20131126,0700,296.796
20131126,0800,296.774
20131126,0900,296.753
20131126,1000,296.723
20131126,1100,296.711
20131126,1200,296.705
20131126,1300,296.702
20131126,1400,296.709
20131126,1500,296.816
20131126,1600,296.905
20131126,1700,296.988
20131126,1800,297.006
20131126,1900,297.012
20131126,2000,297.01
20131126,2100,296.993
20131126,2200,296.946
20131126,2300,296.92
20131127,0000,296.894
20131127,0100,296.868
20131127,0200,296.84
20131127,0300,296.808
20131127,0400,296.772
20131127,0500,296.736
20131127,0600,296.696
20131127,0700,296.656
20131127,0800,296.612
20131127,0900,296.582
20131127,1000,296.628
20131127,1100,296.701
20131127,1200,296.784
20131127,1300,296.85
20131127,1400,296.909
20131127,1500,296.955
20131127,1600,297.008
20131127,1700,297.033
20131127,1800,297.031
20131127,1900,297.035
20131127,2000,297.024
20131127,2100,297.018
20131127,2200,297.03
20131127,2300,297.01
20131128,0000,296.987
20131128,0100,296.961
20131128,0200,296.932
20131128,0300,296.903
20131128,0400,296.868
20131128,0500,296.831
20131128,0600,296.791
20131128,0700,296.749
20131128,0800,296.707
20131128,0900,296.679
20131128,1000,296.76
20131128,1100,296.875
20131128,1200,296.986
20131128,1300,297.077
20131128,1400,297.18
20131128,1500,297.285
20131128,1600,297.415
20131128,1700,297.595
20131128,1800,297.776
20131128,1900,297.886
20131128,2000,297.936
20131128,2100,297.922
20131128,2200,297.957
20131128,2300,297.947
20131129,0000,297.936
20131129,0100,297.92
20131129,0200,297.897
20131129,0300,297.869
20131129,0400,297.84
20131129,0500,297.807
20131129,0600,297.77
20131129,0700,297.748
20131129,0800,297.686
20131129,0900,297.668
20131129,1000,297.739
20131129,1100,297.86
20131129,1200,298.041
20131129,1300,298.321
20131129,1400,298.968
20131129,1500,299.183
20131129,1600,299.15
20131129,1700,299.086
20131129,1800,299.074
20131129,1900,299.075
20131129,2000,299.072
20131129,2100,299.058
20131129,2200,298.878
20131129,2300,298.843
20131130,0000,298.802
20131130,0100,298.759
20131130,0200,298.714
20131130,0300,298.664
20131130,0400,298.619
20131130,0500,298.572
20131130,0600,298.53
20131130,0700,298.484
20131130,0800,298.438
20131130,0900,298.43
20131130,1000,298.483
20131130,1100,298.577
20131130,1200,298.673
20131130,1300,298.857
20131130,1400,299.06
20131130,1500,299.22
20131130,1600,299.292
20131130,1700,299.305
20131130,1800,299.312
20131130,1900,299.331
20131130,2000,299.306
20131130,2100,299.264
20131130,2200,299.172
20131130,2300,299.13
20131201,0000,299.088
20131201,0100,299.044
20131201,0200,299.002
20131201,0300,298.959
20131201,0400,298.914
20131201,0500,298.869
20131201,0600,298.828
20131201,0700,298.789
20131201,0800,298.751
20131201,0900,298.717
20131201,1000,298.688
20131201,1100,298.687
20131201,1200,298.826
20131201,1300,298.963
20131201,1400,299.052
20131201,1500,299.164
20131201,1600,299.182
20131201,1700,299.197
20131201,1800,299.191
20131201,1900,299.165
20131201,2000,299.149
20131201,2100,299.104
20131201,2200,299.041
20131201,2300,298.998
20131202,0000,298.953
20131202,0100,298.906
20131202,0200,298.862
20131202,0300,298.82
20131202,0400,298.775
20131202,0500,298.729
20131202,0600,298.685
20131202,0700,298.642
20131202,0800,298.6
20131202,0900,298.564
20131202,1000,298.548
20131202,1100,298.588
20131202,1200,298.648
20131202,1300,298.792
20131202,1400,298.998
20131202,1500,299.245
20131202,1600,299.742
20131202,1700,299.79
20131202,1800,299.66
20131202,1900,299.586
20131202,2000,299.396
20131202,2100,299.386
20131202,2200,299.522
20131202,2300,299.48
20131203,0000,299.439
20131203,0100,299.393
20131203,0200,299.345
20131203,0300,299.293
20131203,0400,299.242
20131203,0500,299.185
20131203,0600,299.127
20131203,0700,299.064
20131203,0800,299.001
20131203,0900,298.953
20131203,1000,298.892
20131203,1100,298.786
20131203,1200,298.717
20131203,1300,298.717
20131203,1400,298.823
20131203,1500,298.988
20131203,1600,299.067
20131203,1700,299.038
20131203,1800,299.048
20131203,1900,299.021
20131203,2000,298.986
20131203,2100,298.971
20131203,2200,298.978
20131203,2300,298.942
20131204,0000,298.905
20131204,0100,298.87
20131204,0200,298.832
20131204,0300,298.794
20131204,0400,298.755
20131204,0500,298.714
20131204,0600,298.676
20131204,0700,298.633
20131204,0800,298.591
20131204,0900,298.558
20131204,1000,298.689
20131204,1100,298.836
20131204,1200,298.988
20131204,1300,299.151
20131204,1400,299.314
20131204,1500,299.488
20131204,1600,299.621
20131204,1700,299.757
20131204,1800,299.829
20131204,1900,299.823
20131204,2000,299.759
20131204,2100,299.714
20131204,2200,299.756
20131204,2300,299.712
20131205,0000,299.668
20131205,0100,299.624
20131205,0200,299.58
20131205,0300,299.53
20131205,0400,299.475
20131205,0500,299.417
20131205,0600,299.353
20131205,0700,299.286
20131205,0800,299.217
20131205,0900,299.177
20131205,1000,299.294
20131205,1100,299.416
20131205,1200,299.537
20131205,1300,299.674
20131205,1400,299.867
20131205,1500,300.102
20131205,1600,300.43
20131205,1700,300.825
20131205,1800,300.958
20131205,1900,301.091
20131205,2000,301.071
20131205,2100,301.071
20131205,2200,300.992
20131205,2300,300.926
20131206,0000,300.827
20131206,0100,300.737
20131206,0200,300.643
20131206,0300,300.563
20131206,0400,300.485
20131206,0500,300.406
20131206,0600,300.324
20131206,0700,300.249
20131206,0800,300.177
20131206,0900,300.121
20131206,1000,300.029
20131206,1100,300.211
20131206,1200,300.469
20131206,1300,300.598
20131206,1400,300.553
20131206,1500,300.434
20131206,1600,300.28
20131206,1700,300.149
20131206,1800,300.044
20131206,1900,299.964
20131206,2000,299.905
20131206,2100,299.833
20131206,2200,299.722
20131206,2300,299.634
20131207,0000,299.55
20131207,0100,299.467
20131207,0200,299.388
20131207,0300,299.317
20131207,0400,299.243
20131207,0500,299.168
20131207,0600,299.093
20131207,0700,299.023
20131207,0800,298.957
20131207,0900,298.9
20131207,1000,298.877
20131207,1100,298.883
20131207,1200,298.953
20131207,1300,299.06
20131207,1400,299.187
20131207,1500,299.326
20131207,1600,299.433
20131207,1700,299.495
20131207,1800,299.466
20131207,1900,299.437
20131207,2000,299.397
20131207,2100,299.34
20131207,2200,299.25
20131207,2300,299.183
20131208,0000,299.117
20131208,0100,299.055
20131208,0200,298.995
20131208,0300,298.94
20131208,0400,298.881
20131208,0500,298.827
20131208,0600,298.774
20131208,0700,298.726
20131208,0800,298.679
20131208,0900,298.647
20131208,1000,298.63
20131208,1100,298.683
20131208,1200,298.796
20131208,1300,298.958
20131208,1400,299.08
20131208,1500,299.178
20131208,1600,299.228
20131208,1700,299.214
20131208,1800,299.171
20131208,1900,299.109
20131208,2000,299.086
20131208,2100,299.034
20131208,2200,298.994
20131208,2300,298.941
20131209,0000,298.89
20131209,0100,298.841
20131209,0200,298.794
20131209,0300,298.752
20131209,0400,298.71
20131209,0500,298.67
20131209,0600,298.629
20131209,0700,298.59
20131209,0800,298.55
20131209,0900,298.522
20131209,1000,298.673
20131209,1100,298.878
20131209,1200,299.084
20131209,1300,299.25
20131209,1400,299.396
20131209,1500,299.582
20131209,1600,299.781
20131209,1700,299.948
20131209,1800,300.056
20131209,1900,300.057
20131209,2000,299.956
20131209,2100,299.923
20131209,2200,300.005
20131209,2300,299.959
20131210,0000,299.918
20131210,0100,299.878
20131210,0200,299.835
20131210,0300,299.785
20131210,0400,299.729
20131210,0500,299.671
20131210,0600,299.609
20131210,0700,299.547
20131210,0800,299.479
20131210,0900,299.425
20131210,1000,299.421
20131210,1100,299.38
20131210,1200,299.35
20131210,1300,299.359
20131210,1400,299.402
20131210,1500,299.519
20131210,1600,299.731
20131210,1700,299.952
20131210,1800,299.872
20131210,1900,299.88
20131210,2000,299.94
20131210,2100,299.909
20131210,2200,299.801
20131210,2300,299.758
20131211,0000,299.717
20131211,0100,299.677
20131211,0200,299.638
20131211,0300,299.597
20131211,0400,299.554
20131211,0500,299.514
20131211,0600,299.475
20131211,0700,299.434
20131211,0800,299.394
20131211,0900,299.355
20131211,1000,299.307
20131211,1100,299.278
20131211,1200,299.254
20131211,1300,299.222
20131211,1400,299.193
20131211,1500,299.171
20131211,1600,299.15
20131211,1700,299.12
20131211,1800,299.094
20131211,1900,299.048
20131211,2000,299.001
20131211,2100,298.938
20131211,2200,298.892
20131211,2300,298.834
20131212,0000,298.781
20131212,0100,298.729
20131212,0200,298.675
20131212,0300,298.622
20131212,0400,298.568
20131212,0500,298.514
20131212,0600,298.46
20131212,0700,298.407
20131212,0800,298.358
20131212,0900,298.314
20131212,1000,298.268
20131212,1100,298.271
20131212,1200,298.252
20131212,1300,298.302
20131212,1400,298.277
20131212,1500,298.25
20131212,1600,298.228
20131212,1700,298.203
20131212,1800,298.191
20131212,1900,298.177
20131212,2000,298.151
20131212,2100,298.105
20131212,2200,298.023
20131212,2300,297.966
20131213,0000,297.912
20131213,0100,297.86
20131213,0200,297.806
20131213,0300,297.753
20131213,0400,297.702
20131213,0500,297.651
20131213,0600,297.599
20131213,0700,297.551
20131213,0800,297.5
20131213,0900,297.461
20131213,1000,297.471
20131213,1100,297.607
20131213,1200,297.678
20131213,1300,297.793
20131213,1400,297.89
20131213,1500,297.927
20131213,1600,297.978
20131213,1700,298.021
20131213,1800,298.027
20131213,1900,298.024
20131213,2000,297.994
20131213,2100,297.951
20131213,2200,297.895
20131213,2300,297.843
20131214,0000,297.793
20131214,0100,297.748
20131214,0200,297.704
20131214,0300,297.657
20131214,0400,297.612
20131214,0500,297.567
20131214,0600,297.524
20131214,0700,297.494
20131214,0800,297.446
20131214,0900,297.416
20131214,1000,297.417
20131214,1100,297.598
20131214,1200,297.755
20131214,1300,297.935
20131214,1400,298.013
20131214,1500,298.068
20131214,1600,298.112
20131214,1700,298.121
20131214,1800,298.152
20131214,1900,298.142
20131214,2000,298.136
20131214,2100,298.096
20131214,2200,298.057
20131214,2300,297.995
20131215,0000,297.948
20131215,0100,297.906
20131215,0200,297.865
20131215,0300,297.825
20131215,0400,297.79
20131215,0500,297.753
20131215,0600,297.718
20131215,0700,297.682
20131215,0800,297.644
20131215,0900,297.65
20131215,1000,297.733
20131215,1100,297.913
20131215,1200,298.181
20131215,1300,298.485
20131215,1400,298.641
20131215,1500,298.678
20131215,1600,298.653
20131215,1700,298.586
20131215,1800,298.54
20131215,1900,298.473
20131215,2000,298.465
20131215,2100,298.527
20131215,2200,298.478
20131215,2300,298.429
20131216,0000,298.385
20131216,0100,298.342
20131216,0200,298.303
20131216,0300,298.262
20131216,0400,298.218
20131216,0500,298.175
20131216,0600,298.131
20131216,0700,298.089
20131216,0800,298.047
20131216,0900,298.01
20131216,1000,298.053
20131216,1100,298.302
20131216,1200,298.453
20131216,1300,298.553
20131216,1400,298.622
20131216,1500,298.663
20131216,1600,298.65
20131216,1700,298.606
20131216,1800,298.553
20131216,1900,298.509
20131216,2000,298.489
20131216,2100,298.45
20131216,2200,298.386
20131216,2300,298.326
20131217,0000,298.267
20131217,0100,298.211
20131217,0200,298.155
20131217,0300,298.097
20131217,0400,298.043
20131217,0500,297.988
20131217,0600,297.929
20131217,0700,297.872
20131217,0800,297.813
20131217,0900,297.765
20131217,1000,297.787
20131217,1100,297.997
20131217,1200,298.11
20131217,1300,298.16
20131217,1400,298.222
20131217,1500,298.242
20131217,1600,298.265
20131217,1700,298.237
20131217,1800,298.223
20131217,1900,298.21
20131217,2000,298.189
20131217,2100,298.148
20131217,2200,298.071
20131217,2300,298.023
20131218,0000,297.972
20131218,0100,297.925
20131218,0200,297.875
20131218,0300,297.827
20131218,0400,297.778
20131218,0500,297.729
20131218,0600,297.68
20131218,0700,297.639
20131218,0800,297.58
20131218,0900,297.541
20131218,1000,297.531
20131218,1100,297.551
20131218,1200,297.561
20131218,1300,297.586
20131218,1400,297.605
20131218,1500,297.609
20131218,1600,297.648
20131218,1700,297.687
20131218,1800,297.696
20131218,1900,297.695
20131218,2000,297.675
20131218,2100,297.662
20131218,2200,297.629
20131218,2300,297.598
20131219,0000,297.566
20131219,0100,297.535
20131219,0200,297.5
20131219,0300,297.466
20131219,0400,297.43
20131219,0500,297.39
20131219,0600,297.351
20131219,0700,297.311
20131219,0800,297.271
20131219,0900,297.24
20131219,1000,297.339
20131219,1100,297.49
20131219,1200,297.695
20131219,1300,297.855
20131219,1400,297.96
20131219,1500,298.03
20131219,1600,298.058
20131219,1700,298.08
20131219,1800,298.066
20131219,1900,298.071
20131219,2000,298.053
20131219,2100,298.028
20131219,2200,297.974
20131219,2300,297.934
20131220,0000,297.894
20131220,0100,297.855
20131220,0200,297.822
20131220,0300,297.787
20131220,0400,297.752
20131220,0500,297.717
20131220,0600,297.687
20131220,0700,297.652
20131220,0800,297.618
20131220,0900,297.588
20131220,1000,297.637
20131220,1100,297.717
20131220,1200,297.83
20131220,1300,297.947
20131220,1400,298.091
20131220,1500,298.175
20131220,1600,298.229
20131220,1700,298.278
20131220,1800,298.328
20131220,1900,298.36
20131220,2000,298.375
20131220,2100,298.354
20131220,2200,298.301
20131220,2300,298.26
20131221,0000,298.218
20131221,0100,298.176
20131221,0200,298.132
20131221,0300,298.09
20131221,0400,298.046
20131221,0500,298.005
20131221,0600,297.965
20131221,0700,297.929
20131221,0800,297.894
20131221,0900,297.885
20131221,1000,297.926
20131221,1100,298.138
20131221,1200,298.349
20131221,1300,298.597
20131221,1400,298.754
20131221,1500,298.801
20131221,1600,298.856
20131221,1700,298.807
20131221,1800,298.815
20131221,1900,298.798
20131221,2000,298.78
20131221,2100,298.745
20131221,2200,298.713
20131221,2300,298.673
20131222,0000,298.628
20131222,0100,298.583
20131222,0200,298.537
20131222,0300,298.492
20131222,0400,298.447
20131222,0500,298.396
20131222,0600,298.35
20131222,0700,298.307
20131222,0800,298.26
20131222,0900,298.221
20131222,1000,298.236
20131222,1100,298.358
20131222,1200,298.461
20131222,1300,298.489
20131222,1400,298.483
20131222,1500,298.471
20131222,1600,298.453
20131222,1700,298.443
20131222,1800,298.428
20131222,1900,298.417
20131222,2000,298.405
20131222,2100,298.379
20131222,2200,298.346
20131222,2300,298.316
20131223,0000,298.284
20131223,0100,298.251
20131223,0200,298.216
20131223,0300,298.178
20131223,0400,298.141
20131223,0500,298.104
20131223,0600,298.067
20131223,0700,298.03
20131223,0800,297.994
20131223,0900,297.966
20131223,1000,297.968
20131223,1100,297.969
20131223,1200,298.054
20131223,1300,298.058
20131223,1400,298.083
20131223,1500,298.079
20131223,1600,298.047
20131223,1700,298.018
20131223,1800,298.006
20131223,1900,298.002
20131223,2000,297.992
20131223,2100,297.975
20131223,2200,297.957
20131223,2300,297.928
20131224,0000,297.897
20131224,0100,297.868
20131224,0200,297.839
20131224,0300,297.805
20131224,0400,297.769
20131224,0500,297.734
20131224,0600,297.7
20131224,0700,297.669
20131224,0800,297.636
20131224,0900,297.611
20131224,1000,297.625
20131224,1100,297.796
20131224,1200,297.938
20131224,1300,298.128
20131224,1400,298.355
20131224,1500,298.453
20131224,1600,298.435
20131224,1700,298.398
20131224,1800,298.32
20131224,1900,298.287
20131224,2000,298.28
20131224,2100,298.26
20131224,2200,298.248
20131224,2300,298.234
20131225,0000,298.211
20131225,0100,298.186
20131225,0200,298.147
20131225,0300,298.125
20131225,0400,298.094
20131225,0500,298.054
20131225,0600,298.035
20131225,0700,298.009
20131225,0800,297.981
20131225,0900,297.96
20131225,1000,298.129
20131225,1100,298.362
20131225,1200,298.599
20131225,1300,298.777
20131225,1400,298.84
20131225,1500,298.834
20131225,1600,298.823
20131225,1700,298.81
20131225,1800,298.736
20131225,1900,298.697
20131225,2000,298.685
20131225,2100,298.697
20131225,2200,298.72
20131225,2300,298.695
20131226,0000,298.667
20131226,0100,298.638
20131226,0200,298.604
20131226,0300,298.567
20131226,0400,298.529
20131226,0500,298.489
20131226,0600,298.448
20131226,0700,298.406
20131226,0800,298.367
20131226,0900,298.331
20131226,1000,298.523
20131226,1100,298.837
20131226,1200,299.16
20131226,1300,299.258
20131226,1400,299.218
20131226,1500,299.203
20131226,1600,299.222
20131226,1700,299.263
20131226,1800,299.298
20131226,1900,299.329
20131226,2000,299.366
20131226,2100,299.364
20131226,2200,299.282
20131226,2300,299.239
20131227,0000,299.192
20131227,0100,299.149
20131227,0200,299.101
20131227,0300,299.051
20131227,0400,298.998
20131227,0500,298.946
20131227,0600,298.891
20131227,0700,298.836
20131227,0800,298.779
20131227,0900,298.733
20131227,1000,298.863
20131227,1100,299.014
20131227,1200,299.166
20131227,1300,299.256
20131227,1400,299.423
20131227,1500,299.754
20131227,1600,300.286
20131227,1700,300.465
20131227,1800,300.336
20131227,1900,300.131
20131227,2000,300.007
20131227,2100,299.964
20131227,2200,299.957
20131227,2300,299.924
20131228,0000,299.891
20131228,0100,299.857
20131228,0200,299.818
20131228,0300,299.776
20131228,0400,299.73
20131228,0500,299.681
20131228,0600,299.625
20131228,0700,299.58
20131228,0800,299.505
20131228,0900,299.449
20131228,1000,299.536
20131228,1100,299.67
20131228,1200,299.824
20131228,1300,299.933
20131228,1400,300.071
20131228,1500,300.256
20131228,1600,300.509
20131228,1700,300.594
20131228,1800,300.552
20131228,1900,300.705
20131228,2000,300.828
20131228,2100,300.865
20131228,2200,300.79
20131228,2300,300.753
20131229,0000,300.713
20131229,0100,300.675
20131229,0200,300.635
20131229,0300,300.59
20131229,0400,300.541
20131229,0500,300.489
20131229,0600,300.433
20131229,0700,300.374
20131229,0800,300.311
20131229,0900,300.253
20131229,1000,300.345
20131229,1100,300.605
20131229,1200,301.144
20131229,1300,301.62
20131229,1400,302.069
20131229,1500,302.408
20131229,1600,302.434
20131229,1700,302.042
20131229,1800,301.7
20131229,1900,301.486
20131229,2000,301.385
20131229,2100,301.362
20131229,2200,301.2
20131229,2300,301.161
20131230,0000,301.126
20131230,0100,301.091
20131230,0200,301.052
20131230,0300,301.005
20131230,0400,300.953
20131230,0500,300.896
20131230,0600,300.833
20131230,0700,300.764
20131230,0800,300.693
20131230,0900,300.629
20131230,1000,300.593
20131230,1100,300.531
20131230,1200,300.479
20131230,1300,300.448
20131230,1400,300.465
20131230,1500,300.541
20131230,1600,300.696
20131230,1700,300.994
20131230,1800,301.368
20131230,1900,301.51
20131230,2000,301.693
20131230,2100,301.67
20131230,2200,301.695
20131230,2300,301.644
20131231,0000,301.594
20131231,0100,301.545
20131231,0200,301.497
20131231,0300,301.446
20131231,0400,301.391
20131231,0500,301.336
20131231,0600,301.28
20131231,0700,301.22
20131231,0800,301.157
20131231,0900,301.102
20131231,1000,301.101
20131231,1100,301.144
20131231,1200,301.162
20131231,1300,301.179
20131231,1400,301.207
20131231,1500,301.283
20131231,1600,301.467
20131231,1700,301.854
20131231,1800,302.193
20131231,1900,302.319
20131231,2000,302.308
20131231,2100,302.286
20131231,2200,302.694
20131231,2300,302.605
20140101,0000,302.528
20140101,0100,302.452
20140101,0200,302.377
20140101,0300,302.299
20140101,0400,302.218
20140101,0500,302.136
20140101,0600,302.054
20140101,0700,301.971
20140101,0800,301.888
20140101,0900,301.813
20140101,1000,301.885
20140101,1100,301.994
20140101,1200,302.094
20140101,1300,302.208
20140101,1400,302.426
20140101,1500,302.801
20140101,1600,303.242
20140101,1700,303.342
20140101,1800,303.223
20140101,1900,302.998
20140101,2000,302.831
20140101,2100,302.794
20140101,2200,302.906
20140101,2300,302.836
20140102,0000,302.768
20140102,0100,302.705
20140102,0200,302.642
20140102,0300,302.571
20140102,0400,302.5
20140102,0500,302.424
20140102,0600,302.345
20140102,0700,302.263
20140102,0800,302.179
20140102,0900,302.105
20140102,1000,302.092
20140102,1100,302.194
20140102,1200,302.37
20140102,1300,302.533
20140102,1400,302.618
20140102,1500,302.689
20140102,1600,302.792
20140102,1700,302.843
20140102,1800,302.833
20140102,1900,302.714
20140102,2000,302.531
20140102,2100,302.446
20140102,2200,302.379
20140102,2300,302.333
20140103,0000,302.291
20140103,0100,302.25
20140103,0200,302.205
20140103,0300,302.152
20140103,0400,302.09
20140103,0500,302.021
20140103,0600,301.943
20140103,0700,301.861
20140103,0800,301.773
20140103,0900,301.69
20140103,1000,301.821
20140103,1100,301.9
20140103,1200,301.928
20140103,1300,301.964
20140103,1400,302.046
20140103,1500,302.175
20140103,1600,302.385
20140103,1700,302.799
20140103,1800,303.532
20140103,1900,303.705
20140103,2000,303.594
20140103,2100,303.556
